SortOrder,CruiseID,StationNum,StationNme,DBOregion,Latitude,Longitude,DataDate,DataYear,ChirkNum,gc_Polychaeta,gc_Bivalvia,gc_Crustacea,gc_Sipuncula,gc_Ophiuroidea,gc_Echinoidea,gc_Anthozoa,gc_Ascidiacea,gc_Nemertea,gc_Others,TotGC,DomTaxGCfm,ww_Polychaeta,ww_Bivalvia,ww_Crustacea,ww_Sipuncula,ww_Ophiuroidea,ww_Echinoidea,ww_Anthozoa,ww_Ascidiacea,ww_Nemertea,ww_Others,ww_TotWW,DomTaxWW,abd_Polychaeta,abd_Bivalvia,abd_Crustacea,abd_Sipuncula,abd_Ophiuroidea,abd_Echinoidea,abd_Anthozoa,abd_Ascidiacea,abd_Nemertea,abd_Others,TotAbd,DomTaxAbd
1482,SWL2005,26,SLIP3,1,62.393,-174.570,20050715,2005,26,4.80,8.01,0.16,2.21,0.21,0.00,0.00,0.00,0.34,0.03,15.76,Bivalvia,68.30,343.91,2.04,49.19,14.72,0.00,0.07,0.00,3.67,0.68,482.58,Bivalvia,805,975,128,20,40,0,3,0,13,148,2130,Bivalvia
1483,SWL2005,29,SLIP5,1,62.563,-173.554,20050715,2005,29,3.71,18.65,0.36,0.01,0.37,0.00,0.00,0.00,0.06,0.38,23.53,Bivalvia,65.45,638.24,4.75,0.13,26.18,0.00,0.00,0.00,0.66,8.63,744.03,Bivalvia,670,1693,113,10,10,0,0,0,8,85,2588,Bivalvia
1484,SWL2005,30,SLIP4,1,63.029,-173.458,20050715,2005,30,4.18,11.89,0.75,0.04,0.13,0.00,0.00,0.00,0.18,0.18,17.35,Bivalvia,87.40,330.81,9.48,0.83,9.35,0.00,0.00,0.00,1.99,3.23,443.06,Bivalvia,710,1205,178,8,8,0,0,0,10,85,2203,Bivalvia
1485,SWL2005,32,UTBS5,2,64.667,-169.922,20050716,2005,32,20.19,10.17,0.15,0.00,0.00,0.00,0.00,0.11,0.00,0.00,30.62,Polychaeta,292.08,284.44,2.17,0.01,0.00,0.00,0.00,7.55,0.00,0.04,586.29,Polychaeta,705,570,505,5,0,0,0,5,0,3,1793,Polychaeta
1486,SWL2005,33,UTBS2,2,64.683,-169.100,20050716,2005,33,3.71,2.27,7.35,0.00,0.00,0.00,0.00,0.07,0.17,0.00,13.58,Crustacea,52.17,139.53,107.96,0.03,0.00,0.00,0.00,4.91,1.84,0.01,306.44,Bivalvia,543,780,4780,3,0,0,0,5,18,13,6140,Crustacea
1487,SWL2005,34,UTBS4,2,64.959,-169.885,20050716,2005,34,1.65,3.65,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.32,6.87,Bivalvia,23.30,139.31,18.39,0.09,0.00,0.00,0.00,0.00,0.05,7.04,188.18,Bivalvia,260,618,415,28,0,0,0,0,5,3,1328,Bivalvia
1488,SWL2005,35,UTBS1,2,64.992,-169.135,20050716,2005,35,3.10,6.74,6.51,0.00,0.00,0.00,0.06,0.01,0.01,0.00,16.43,Bivalvia,44.10,297.84,95.63,0.03,0.00,0.00,0.92,0.91,0.08,0.03,439.52,Bivalvia,415,985,2983,5,0,0,3,3,13,8,4413,Crustacea
1489,SWL2005,63,UTN1,3,66.708,-168.399,20050718,2005,63,1.69,0.03,0.01,0.00,0.00,13.69,0.45,0.96,0.00,0.59,17.42,Echinoidea,24.95,0.75,0.18,0.00,0.01,1711.08,7.33,68.67,0.00,14.01,1826.99,Echinoidea,405,393,193,3,13,283,20,63,0,18,1388,Polychaeta
1490,SWL2005,64,UTN2,3,67.051,-168.732,20050718,2005,64,3.37,6.47,0.07,0.00,0.00,0.00,0.95,0.00,0.00,0.16,11.03,Bivalvia,48.21,226.92,0.97,0.00,0.01,0.00,15.52,0.00,0.03,3.59,295.24,Bivalvia,465,795,1103,0,13,0,18,0,0,3,2395,Crustacea
1491,SWL2005,65,UTN3,3,67.334,-168.998,20050718,2005,65,7.35,14.43,11.10,0.00,0.00,0.00,2.22,0.00,0.25,0.62,35.96,Bivalvia,109.65,407.41,135.79,0.01,0.00,0.00,36.39,0.00,2.65,29.15,721.05,Bivalvia,1825,2178,18158,3,0,0,60,0,40,363,22625,Crustacea
1492,SWL2005,66,UTN4,3,67.501,-168.911,20050718,2005,66,6.43,10.55,10.71,0.00,0.03,0.00,1.86,0.00,0.08,0.06,29.71,Crustacea,99.45,289.24,120.57,0.00,2.16,0.00,30.46,0.00,0.82,2.10,544.80,Bivalvia,2285,1423,10710,0,20,0,35,0,10,35,14518,Crustacea
1493,SWL2005,67,UTN5=SEC1,3,67.670,-168.957,20050718,2005,67,4.15,65.12,6.71,0.00,0.06,0.00,4.76,0.00,0.07,1.07,81.95,Bivalvia,64.99,1829.64,75.78,0.00,4.57,0.00,78.10,0.00,0.77,27.08,2080.92,Bivalvia,2513,2438,7353,0,8,0,108,0,8,85,12510,Crustacea
1494,SWL2005,68,UTN6,3,67.736,-168.438,20050718,2005,68,2.63,16.54,8.56,0.03,0.02,0.00,2.34,0.00,0.12,1.12,31.37,Bivalvia,40.38,542.54,97.01,0.76,1.13,0.00,38.37,0.00,1.34,28.02,749.54,Bivalvia,1458,608,7208,13,13,0,60,0,3,148,9508,Crustacea
1495,SWL2005,69,UTN7,3,67.999,-168.935,20050718,2005,69,0.43,13.97,6.79,0.00,0.00,0.00,0.83,0.00,0.00,0.05,22.07,Bivalvia,6.17,427.56,74.32,0.00,0.00,0.00,13.57,0.00,0.00,1.74,523.36,Bivalvia,170,255,3583,0,0,0,13,0,0,3,4023,Crustacea
1496,SWL2005,70,BC2,,71.413,-157.488,20050721,2005,70,7.58,6.58,1.68,4.34,1.03,0.00,0.01,3.03,1.35,3.02,28.62,Polychaeta,114.57,240.44,23.36,96.41,73.48,0.00,0.11,76.98,14.56,146.57,786.47,Bivalvia,1783,1398,8673,825,255,0,18,78,55,70,13153,Crustacea
1497,SWL2005,71,BC2B1,,71.418,-157.439,20050721,2005,71,8.30,29.07,2.09,23.71,1.62,0.00,0.01,0.35,0.04,1.28,66.47,Bivalvia,117.56,1086.20,28.48,526.87,115.74,0.00,0.11,24.76,0.46,69.95,1970.12,Bivalvia,2238,3713,7468,793,190,0,3,45,20,98,14565,Crustacea
1498,SWL2005,72,BC2B2,,71.415,-157.437,20050721,2005,72,12.39,0.90,1.17,0.31,0.76,0.00,0.00,0.06,0.04,0.20,15.82,Polychaeta,174.08,28.59,15.66,6.85,54.04,0.00,0.00,4.04,0.38,9.59,293.23,Polychaeta,1940,410,7960,540,110,0,10,40,50,100,11160,Crustacea
1499,SWL2005,73,BC2C,,71.430,-157.494,20050721,2005,73,4.15,56.97,0.76,37.70,1.55,0.00,0.32,1.66,0.04,0.32,103.47,Bivalvia,58.99,2022.86,10.17,837.81,110.51,0.00,6.91,40.48,0.44,9.59,3097.75,Bivalvia,2820,3350,4030,1120,160,0,50,10,20,120,11680,Crustacea
1500,SWL2005,74,BC2A,,71.396,-157.568,20050721,2005,74,5.80,5.70,6.51,0.10,1.46,0.00,1.77,0.00,1.42,7.60,30.35,Others,85.64,356.39,91.13,2.17,103.99,0.00,29.01,0.00,15.32,356.21,1039.86,Bivalvia,1700,1170,38790,160,260,0,20,0,80,260,42440,Crustacea
1501,SWL2005,75,BC2D,,71.400,-157.458,20050721,2005,75,6.63,0.61,2.73,0.24,1.74,0.00,0.01,0.38,0.03,0.01,12.37,Polychaeta,90.61,39.00,37.70,5.40,124.20,0.00,0.10,27.13,0.28,0.42,324.85,Ophiuroidea,2050,540,16140,730,150,0,10,80,30,50,19780,Crustacea
1502,SWL2006,39,SLIP1,1,62.014,-175.054,20060712,2006,39,5.23,7.11,0.13,0.00,0.08,0.00,0.00,0.00,1.36,0.05,13.96,Bivalvia,76.41,209.99,1.73,0.03,5.73,0.00,0.00,0.00,14.67,1.16,309.71,Bivalvia,580,695,105,10,25,0,0,0,15,63,1493,Bivalvia
1503,SWL2006,40,SLIP2,1,62.037,-175.218,20060712,2006,40,4.71,6.37,0.08,0.00,0.47,0.00,0.00,0.00,0.01,0.04,11.69,Bivalvia,69.79,245.40,1.02,0.05,33.43,0.00,0.00,0.02,0.08,0.90,350.69,Bivalvia,628,958,150,15,45,0,0,3,13,70,1880,Bivalvia
1504,SWL2006,41,SLIP3,1,62.393,-174.570,20060712,2006,41,4.87,5.74,0.19,5.95,0.21,0.00,0.00,0.19,0.05,1.34,18.54,Sipuncula,70.30,237.92,2.45,132.31,14.88,0.00,0.00,13.68,0.51,30.95,502.99,Bivalvia,978,670,103,15,35,0,0,3,18,100,1920,Polychaeta
1505,SWL2006,42,SLIP5,1,62.566,-173.547,20060713,2006,42,3.19,13.60,0.10,0.00,0.28,0.00,0.00,0.00,0.02,0.06,17.24,Bivalvia,55.10,424.53,1.14,0.02,19.89,0.00,0.00,0.00,0.17,1.29,502.15,Bivalvia,653,1165,110,3,10,0,0,0,5,30,1975,Bivalvia
1506,SWL2006,43,SLIP4,1,63.028,-173.458,20060713,2006,43,3.82,10.68,1.25,0.00,0.31,0.00,0.00,0.00,1.90,0.40,18.36,Bivalvia,70.84,306.68,15.40,0.00,22.24,0.00,0.00,0.00,20.41,7.45,443.03,Bivalvia,860,1690,400,0,13,0,0,0,35,133,3130,Bivalvia
1507,SWL2006,45,UTBS5,2,64.667,-169.923,20060714,2006,46,49.82,10.63,0.55,0.01,0.00,0.00,0.00,0.34,1.26,0.00,62.61,Polychaeta,720.82,320.49,7.66,0.14,0.03,0.00,0.00,24.40,13.50,0.00,1087.05,Polychaeta,1160,628,1135,35,3,0,0,13,8,0,2980,Polychaeta
1508,SWL2006,46,UTBS2,2,64.682,-169.095,20060714,2006,47,6.49,0.39,8.79,0.00,0.00,0.00,0.00,0.05,0.05,0.00,15.77,Crustacea,92.11,11.53,128.71,0.00,0.00,0.00,0.00,3.48,0.53,0.03,236.38,Crustacea,955,720,5793,0,0,0,0,8,30,3,7508,Crustacea
1509,SWL2006,47,UTBS4,2,64.960,-169.882,20060714,2006,48,2.65,6.75,2.70,0.00,0.00,0.00,0.08,0.11,0.00,0.00,12.30,Bivalvia,35.41,308.18,39.65,0.02,0.00,0.00,1.39,7.96,0.00,0.01,392.62,Bivalvia,615,670,1030,5,0,0,68,3,0,3,2393,Crustacea
1510,SWL2006,48,UTBS1,2,64.992,-169.135,20060714,2006,49,4.08,7.42,8.84,0.00,0.00,0.00,0.10,0.01,0.05,0.12,20.60,Crustacea,57.11,306.50,129.80,0.00,0.00,0.00,1.59,0.54,0.49,2.53,498.56,Bivalvia,505,778,6458,0,0,0,3,3,20,5,7770,Crustacea
1511,SWL2006,77,UTN1,3,66.708,-168.400,20060716,2006,77,1.67,0.24,0.03,0.00,0.00,16.33,0.39,0.00,0.00,2.46,21.14,Echinoidea,25.36,8.42,0.42,0.00,0.24,2041.77,6.42,0.00,0.00,116.76,2199.40,Echinoidea,560,353,243,0,15,330,10,0,0,23,1533,Polychaeta
1512,SWL2006,78,UTN2,3,67.051,-168.728,20060716,2006,78,4.16,4.65,0.08,0.00,0.08,0.00,0.50,0.00,0.00,0.00,9.45,Bivalvia,58.73,131.75,1.05,0.00,5.61,0.00,8.15,0.00,0.00,0.00,205.27,Bivalvia,468,1790,683,0,18,0,15,0,0,0,2973,Bivalvia
1513,SWL2006,79,UTN3,3,67.335,-168.992,20060716,2006,79,10.32,10.37,7.99,0.03,0.00,0.00,3.04,0.00,0.36,0.39,32.51,Bivalvia,152.73,284.20,95.87,0.63,0.29,0.00,49.86,0.00,3.90,18.53,606.02,Bivalvia,2700,1495,14135,8,8,0,88,0,35,315,18783,Crustacea
1514,SWL2006,80,UTN4,3,67.502,-168.909,20060716,2006,80,5.56,15.99,8.17,0.00,0.00,0.00,1.17,0.00,0.03,1.86,32.78,Bivalvia,87.48,448.70,90.96,0.01,0.01,0.00,19.20,0.00,0.35,40.49,687.19,Bivalvia,2170,1010,14070,3,8,0,25,0,18,105,17408,Crustacea
1515,SWL2006,81,UTN5=SEC1,3,67.671,-168.957,20060716,2006,81,3.57,63.28,3.74,0.00,0.03,0.00,1.82,0.00,0.53,2.49,75.47,Bivalvia,57.55,1786.75,43.35,0.05,2.31,0.00,29.89,0.00,5.72,54.19,1979.81,Bivalvia,2950,2205,8328,3,13,0,63,0,38,153,13750,Crustacea
1516,SWL2006,82,UTN6,3,67.736,-168.440,20060716,2006,82,5.28,15.86,5.76,0.00,0.00,0.00,1.92,0.00,0.05,0.77,29.64,Bivalvia,78.69,439.90,65.94,0.02,0.01,0.00,31.41,0.00,0.59,18.75,635.32,Bivalvia,1598,790,11520,3,8,0,35,0,5,130,14088,Crustacea
1517,SWL2006,83,UTN7,3,68.000,-168.935,20060717,2006,83,0.99,9.20,3.11,0.00,0.00,0.00,1.12,0.00,0.00,1.73,16.15,Bivalvia,13.97,251.73,34.55,0.00,0.00,0.00,18.35,0.00,0.00,34.16,352.75,Bivalvia,210,263,3660,0,8,0,13,0,0,25,4178,Crustacea
1518,SWL2010,14,SLIP1,1,62.013,-175.050,20100716,2010,14,8.42,4.84,0.39,0.04,1.62,0.00,0.00,0.00,1.22,0.02,16.55,Polychaeta,122.53,137.68,4.96,0.94,115.37,0.00,0.00,0.00,13.13,0.39,394.99,Bivalvia,1120,250,370,38,988,0,0,0,28,103,2895,Polychaeta
1519,SWL2010,15,SLIP2,1,62.049,-175.200,20100716,2010,15,5.91,4.23,0.18,0.00,0.32,0.00,0.00,0.00,0.52,0.14,11.31,Polychaeta,86.49,117.46,2.28,0.08,22.94,0.00,0.00,0.00,5.54,2.53,237.32,Bivalvia,683,208,288,20,18,0,0,0,20,173,1408,Polychaeta
1520,SWL2010,16,SLIP3,1,62.394,-174.569,20100716,2010,16,8.14,4.09,0.45,0.00,0.49,0.00,0.00,0.00,0.01,0.11,13.29,Polychaeta,119.16,137.28,5.58,0.04,34.69,0.00,0.00,0.00,0.06,2.38,299.18,Bivalvia,1385,275,245,3,43,0,0,0,28,155,2133,Polychaeta
1521,SWL2010,17,SLIP5,1,62.562,-173.550,20100716,2010,17,4.00,12.15,0.94,0.00,0.72,0.00,0.00,0.00,0.00,0.36,18.17,Bivalvia,71.39,371.83,12.32,0.00,51.54,0.00,0.00,0.00,0.01,7.95,515.04,Bivalvia,700,650,208,0,20,0,0,0,3,58,1638,Polychaeta
1522,SWL2010,18,SLIP4,1,63.029,-173.458,20100717,2010,18,3.13,27.97,0.48,0.00,0.48,0.00,0.00,0.00,2.66,0.71,35.44,Bivalvia,62.67,835.60,5.94,0.00,34.12,0.00,0.00,0.00,28.66,14.31,981.30,Bivalvia,1005,1663,230,0,23,0,0,0,40,290,3250,Bivalvia
1523,SWL2010,20,UTBS5,2,64.671,-169.921,20100717,2010,20,14.29,7.65,0.28,0.06,0.00,0.00,0.97,3.10,0.04,0.03,26.41,Polychaeta,205.39,242.15,4.00,1.37,0.00,0.00,15.86,86.17,0.40,2.49,557.84,Bivalvia,843,520,1243,50,0,0,0,30,5,13,2703,Crustacea
1524,SWL2010,21,UTBS2,2,64.682,-169.101,20100717,2010,21,5.17,3.42,7.91,0.01,0.00,0.00,0.02,0.00,0.08,0.04,16.65,Crustacea,72.98,157.81,115.81,0.12,0.00,0.00,0.39,0.00,0.82,4.27,352.20,Bivalvia,550,923,15653,10,3,0,0,0,65,3,17205,Crustacea
1525,SWL2010,22,UTBS4,2,64.958,-169.884,20100718,2010,22,1.75,2.55,0.03,0.00,0.00,0.00,0.06,0.00,0.00,0.00,4.40,Bivalvia,24.33,88.58,0.48,0.00,0.00,0.00,1.06,0.00,0.00,0.08,114.54,Bivalvia,155,225,200,0,0,0,0,0,0,0,580,Bivalvia
1526,SWL2010,23,UTBS1,2,64.991,-169.141,20100718,2010,23,1.36,6.20,9.97,0.00,0.00,0.00,0.00,0.13,0.05,0.09,17.81,Crustacea,19.46,204.21,145.53,0.01,0.00,0.01,0.00,9.23,0.53,4.93,383.89,Bivalvia,373,1015,14070,3,0,3,0,10,30,5,15508,Crustacea
1527,SWL2010,29,UTN1,3,66.707,-168.395,20100718,2010,29,2.13,0.54,0.04,0.00,0.00,21.82,0.09,0.00,0.00,1.13,25.76,Echinoidea,33.17,15.37,0.63,0.00,0.00,2181.54,1.48,0.00,0.00,54.04,2286.23,Echinoidea,1015,2400,608,0,3,228,3,0,0,15,4270,Bivalvia
1528,SWL2010,30,UTN2,3,67.048,-168.728,20100719,2010,30,1.99,2.46,0.21,0.00,0.00,0.00,0.59,0.13,0.00,0.00,5.38,Bivalvia,28.02,62.39,2.86,0.00,0.00,0.00,9.71,3.07,0.00,0.01,106.06,Bivalvia,415,7475,200,0,8,0,8,5,5,5,8120,Bivalvia
1529,SWL2010,31,UTN3,3,67.335,-168.957,20100719,2010,31,3.99,19.16,0.01,0.00,0.00,0.00,2.20,0.00,0.00,0.00,25.36,Bivalvia,55.68,543.22,0.17,0.00,0.00,0.00,36.00,0.00,0.00,0.04,635.11,Bivalvia,365,3935,143,0,0,0,40,0,0,25,4508,Bivalvia
1530,SWL2010,32,UTN4,3,67.501,-168.907,20100719,2010,32,3.79,18.49,0.18,0.00,0.00,0.00,0.35,0.22,0.00,0.00,23.03,Bivalvia,52.88,528.41,2.07,0.00,0.00,0.00,5.76,5.39,0.00,0.04,594.55,Bivalvia,355,3905,378,0,5,0,8,3,0,25,4678,Bivalvia
1531,SWL2010,33,UTN5=SEC1,3,67.669,-168.960,20100719,2010,33,1.18,108.28,0.48,0.00,0.00,0.00,2.03,0.00,0.01,0.04,112.02,Bivalvia,17.73,3074.49,5.56,0.00,0.00,0.00,33.22,0.00,0.12,0.80,3131.92,Bivalvia,1015,2933,1000,0,3,0,53,0,0,20,5023,Bivalvia
1532,SWL2010,34,UTN6,3,67.736,-168.438,20100719,2010,34,2.30,19.25,0.14,0.00,0.00,0.00,1.93,0.00,0.00,0.00,23.61,Bivalvia,32.34,543.60,1.57,0.00,0.00,0.00,31.58,0.00,0.00,0.04,609.12,Bivalvia,503,720,243,0,0,0,40,0,0,5,1510,Bivalvia
1533,SWL2010,35,UTN7,3,68.004,-168.917,20100719,2010,35,0.73,6.75,10.83,0.00,0.00,0.00,1.03,0.00,0.00,0.01,19.35,Crustacea,9.66,193.33,117.81,0.00,0.00,0.00,16.83,0.00,0.00,0.14,337.77,Bivalvia,200,300,6208,0,0,0,13,0,0,88,6808,Crustacea
1534,SWL2010,COMIDA10-50,BC2,,71.414,-157.491,20100811,2010,COMIDA10-50,6.78,84.47,2.10,31.44,2.85,0.00,2.10,0.00,2.72,1.07,133.53,Bivalvia,100.50,2993.14,27.83,698.68,203.67,0.00,34.44,0.00,29.23,50.88,4138.37,Bivalvia,5395,4788,7845,1283,320,0,3,0,83,65,19780,Crustacea
1535,SWL2011,10,UTBS2,2,64.680,-169.100,20110716,2011,10,0.94,1.14,11.83,0.03,0.00,0.00,0.00,0.03,0.22,0.00,14.20,Crustacea,13.39,58.93,172.40,0.73,0.00,0.01,0.08,1.91,2.39,0.01,249.84,Crustacea,740,1363,19643,13,0,33,0,0,160,8,21958,Crustacea
1536,SWL2011,11,UTBS4,2,64.960,-169.889,20110716,2011,11,0.68,1.09,0.12,0.00,0.00,0.00,0.02,0.00,0.00,0.00,1.91,Bivalvia,9.25,27.49,1.60,0.01,0.00,0.00,0.32,0.00,0.00,0.02,38.68,Bivalvia,83,135,108,3,0,0,0,0,0,0,328,Bivalvia
1537,SWL2011,13,UTN1,3,66.710,-168.400,20110717,2011,13,1.93,4.25,0.05,0.00,0.00,11.61,2.53,0.00,0.02,0.32,20.71,Echinoidea,31.63,188.71,0.69,0.00,0.03,1451.79,41.48,0.00,0.21,15.23,1729.75,Echinoidea,930,2625,380,0,10,140,10,0,5,13,4113,Bivalvia
1538,SWL2011,14,UTN2,3,67.050,-168.728,20110717,2011,14,1.94,16.04,0.57,0.00,0.37,0.00,1.30,0.00,0.01,0.04,20.27,Bivalvia,30.69,479.69,8.16,0.00,26.50,0.01,21.28,0.00,0.06,1.79,568.16,Bivalvia,2013,13980,2123,0,23,5,28,0,5,28,18203,Bivalvia
1539,SWL2011,15,UTN3,3,67.330,-168.909,20110717,2011,15,2.42,19.97,0.28,0.00,0.09,0.00,1.24,0.00,0.00,0.00,23.99,Bivalvia,35.02,560.53,3.81,0.00,6.08,0.00,20.30,0.00,0.01,0.02,625.76,Bivalvia,1348,4718,1248,0,18,0,65,0,10,20,7425,Bivalvia
1540,SWL2011,16,UTN4,3,67.500,-168.908,20110717,2011,16,1.94,16.41,1.72,0.00,0.10,0.00,1.32,0.04,0.00,0.01,21.55,Bivalvia,28.46,469.90,20.07,0.00,7.18,0.00,21.68,3.16,0.00,0.26,550.70,Bivalvia,1175,4673,2440,0,43,0,68,3,0,5,8405,Bivalvia
1541,SWL2011,17,UTN5=SEC1,3,67.670,-168.910,20110717,2011,17,3.00,78.38,3.38,0.00,0.00,0.00,3.06,0.00,0.00,2.45,90.27,Bivalvia,47.90,2217.61,40.80,0.00,0.00,0.00,50.11,0.00,0.00,50.62,2407.04,Bivalvia,1180,1943,5785,3,0,0,35,0,0,28,8973,Crustacea
1542,SWL2011,18,UTN6,3,67.740,-168.440,20110718,2011,18,3.12,16.34,5.73,0.00,0.00,0.00,2.20,0.00,0.00,0.01,27.41,Bivalvia,46.52,444.85,64.97,0.00,0.00,0.00,36.12,0.00,0.00,0.10,592.56,Bivalvia,1598,1693,5570,0,0,0,55,0,0,58,8973,Crustacea
1543,SWL2011,19,SEC2,3,67.780,-168.600,20110718,2011,19,8.76,15.15,6.07,0.00,0.00,0.00,1.30,0.00,0.00,0.00,31.27,Bivalvia,122.54,409.39,68.52,0.00,0.00,0.00,21.24,0.00,0.00,0.02,621.71,Bivalvia,770,1410,6955,0,0,0,20,0,0,10,9165,Crustacea
1544,SWL2011,2,SLIP1,1,62.010,-175.060,20110715,2011,2,7.63,3.75,0.17,0.00,0.26,0.00,0.78,0.05,0.01,0.01,12.67,Polychaeta,107.89,117.03,2.08,0.05,18.63,0.00,12.83,3.83,0.06,0.30,262.70,Bivalvia,645,150,145,5,13,0,3,3,10,70,1043,Polychaeta
1545,SWL2011,20,UTN7,3,68.000,-168.910,20110718,2011,20,4.01,6.71,8.63,0.00,0.00,0.00,0.36,0.00,0.84,0.09,20.64,Crustacea,53.42,193.70,95.13,0.00,0.00,0.00,5.87,0.00,9.04,1.71,358.86,Bivalvia,278,573,10820,0,0,0,3,0,10,308,11990,Crustacea
1546,SWL2011,21,SEC3,3,67.900,-168.240,20110718,2011,21,1.14,2.88,3.47,0.00,0.42,0.00,0.78,0.00,0.04,0.00,8.72,Crustacea,18.61,75.11,39.97,0.00,29.67,0.00,12.75,0.00,0.45,0.01,176.56,Bivalvia,1475,660,4945,0,10,0,10,0,5,0,7105,Crustacea
1547,SWL2011,22,SEC4,3,68.010,-167.871,20110718,2011,22,11.86,7.17,0.85,0.00,0.01,0.31,0.34,0.00,0.55,0.10,21.18,Polychaeta,163.05,203.54,11.83,0.02,0.47,31.07,5.53,0.00,5.90,7.45,428.87,Bivalvia,1445,1155,4435,5,75,5,10,0,25,30,7185,Crustacea
1548,SWL2011,23,SEC5,3,68.130,-167.502,20110718,2011,23,15.92,0.76,0.41,0.15,0.08,0.00,0.00,0.59,0.02,3.55,21.48,Polychaeta,221.60,23.58,5.61,3.29,5.51,0.00,0.00,14.36,0.20,140.99,415.13,Polychaeta,1130,410,1030,65,80,0,0,30,60,185,2990,Polychaeta
1549,SWL2011,24,SEC6,3,68.190,-167.311,20110718,2011,24,5.85,4.14,0.04,6.98,0.01,0.00,0.00,0.00,0.03,0.25,17.31,Sipuncula,85.68,253.17,0.59,155.15,0.92,0.00,0.00,0.00,0.37,13.74,509.61,Bivalvia,235,35,45,45,50,0,0,0,20,40,470,Polychaeta
1550,SWL2011,25,SEC7,3,68.240,-167.121,20110718,2011,25,5.57,2.87,0.09,0.10,0.02,0.00,0.02,16.47,0.05,1.31,26.50,Ascidiacea,76.39,126.44,1.18,2.22,1.77,0.25,0.33,401.62,0.59,83.19,693.98,Ascidiacea,225,265,45,80,55,5,5,40,35,180,935,Bivalvia
1551,SWL2011,26,SEC8,3,68.301,-166.942,20110718,2011,26,1.21,0.00,0.06,0.01,0.01,0.00,0.00,0.12,0.03,4.23,5.67,Others,16.54,0.02,0.83,0.22,0.93,0.00,0.00,2.85,0.28,167.59,189.27,Others,195,20,15,10,80,0,0,40,10,205,575,Others
1552,SWL2011,28,BarC10,5,71.620,-157.931,20110720,2011,28,0.61,1.12,0.19,0.09,0.30,0.00,0.01,0.00,0.04,0.49,2.85,Bivalvia,8.65,30.48,2.54,2.09,21.60,0.00,0.16,0.00,0.46,45.51,111.47,Others,315,1005,110,10,15,0,0,0,35,60,1550,Bivalvia
1553,SWL2011,29,BarC9,5,71.580,-157.841,20110720,2011,29,2.38,1.09,0.08,3.08,0.72,0.00,0.00,0.00,0.00,0.30,7.66,Sipuncula,33.45,36.06,1.10,68.52,51.20,0.00,0.00,0.00,0.01,27.02,217.35,Sipuncula,390,405,170,10,20,0,0,0,5,90,1090,Bivalvia
1554,SWL2011,3,SLIP2,1,62.050,-175.210,20110715,2011,3,8.79,5.64,0.15,0.89,0.35,0.00,0.00,0.22,0.40,0.01,16.44,Polychaeta,127.68,313.72,1.86,19.73,25.14,0.00,0.00,15.96,4.25,0.27,508.62,Bivalvia,948,130,95,13,20,0,0,3,18,40,1265,Polychaeta
1555,SWL2011,30,BarC8,5,71.540,-157.749,20110720,2011,30,1.43,0.45,0.29,4.33,0.26,0.00,0.00,0.20,0.58,6.42,13.96,Others,20.36,15.09,3.99,96.16,18.23,0.00,0.00,14.63,6.21,127.39,302.06,Others,795,465,205,10,35,0,0,5,10,180,1705,Polychaeta
1556,SWL2011,31,BarC7,5,71.500,-157.660,20110720,2011,31,12.99,18.15,4.64,23.84,0.76,0.00,0.02,0.00,0.29,0.49,61.17,Sipuncula,187.04,658.44,65.40,529.70,54.15,0.00,0.30,0.00,3.11,13.81,1511.95,Bivalvia,9605,580,11935,240,160,0,10,0,90,85,22705,Crustacea
1557,SWL2011,32,BarC6,5,71.460,-157.583,20110720,2011,32,23.94,1.20,8.45,11.33,1.71,0.00,1.16,0.13,0.06,0.07,48.04,Polychaeta,337.76,62.43,118.39,251.76,121.88,0.00,19.03,9.60,0.60,1.57,923.00,Polychaeta,13870,335,22835,150,250,0,10,5,115,180,37750,Crustacea
1558,SWL2011,33,BarC5,5,71.410,-157.488,20110720,2011,33,22.53,4.32,2.94,0.75,1.44,0.00,0.00,1.54,0.89,10.14,44.54,Polychaeta,332.71,128.41,37.57,16.70,102.61,0.00,0.00,50.72,9.55,671.79,1350.05,Others,5130,1343,14663,168,230,0,0,28,125,580,22265,Crustacea
1559,SWL2011,34,BarC4,5,71.370,-157.419,20110720,2011,34,2.88,2.07,0.87,0.16,0.32,0.00,0.02,0.73,0.03,21.08,28.15,Others,38.21,73.68,11.70,3.62,22.85,0.00,0.28,52.07,0.31,1004.27,1206.98,Others,1475,1600,6665,105,20,0,0,5,50,75,9995,Crustacea
1560,SWL2011,35,BarC3,5,71.330,-157.329,20110720,2011,35,0.83,2.01,0.54,0.00,0.00,0.00,0.00,0.91,0.01,4.42,8.71,Others,12.72,133.00,7.13,0.00,0.02,0.00,0.00,22.08,0.06,216.36,391.36,Others,120,105,1090,0,20,0,0,10,15,1270,2630,Others
1561,SWL2011,36,BarC2,5,71.290,-157.248,20110720,2011,36,3.70,2.43,2.27,0.05,0.00,0.00,0.20,1.85,0.00,4.77,15.28,Others,52.32,153.39,32.35,1.10,0.03,0.00,3.27,45.16,0.02,136.91,424.55,Bivalvia,900,100,1900,35,0,0,5,10,10,60,3020,Crustacea
